protein_id,buffer,sugar,surfactant,amino_acid,salt,ph,temperature_c,protein_conc_mgmL,buf_conc_mM,sug_conc_mM,sur_conc_mM,aa_conc_mM,salt_conc_mM,aggregation_score,oxidation_level,deamidation_level,potency_retention,viscosity_class,shelf_life_score,composite_stability_score,stable
P38567,phosphoric acid,sucrose,poloxamer 188,arginine,none,6.0,4,1,44.3895,216.4401,0.0397,148.0619,0.0,0.0,0.197,0.2,0.8981,2,0.8703,0.898,1
P38567,histidine,trehalose,polysorbate 20,none,none,7.0,25,1,33.4874,137.0451,0.0586,0.0,0.0,0.2269,0.2145,0.2475,0.8133,0,0.7593,0.7758,1
P38567,citric acid,trehalose,polysorbate 80,methionine,potassium chloride,6.0,50,10,24.322,228.7071,0.0777,4.5649,18.626,0.316,0.2235,0.2576,0.7261,1,0.7215,0.7229,1
P38567,citric acid,sucrose,polysorbate 80,glycine,sodium chloride,7.0,40,1,30.8211,137.4686,0.0713,174.3622,55.9757,0.2464,0.3268,0.327,0.754,1,0.7214,0.7189,1
P38567,histidine,trehalose,poloxamer 188,glycine,potassium chloride,5.0,50,1,15.3317,237.5858,0.0484,137.0317,22.1846,0.2999,0.3515,0.285,0.7168,2,0.6657,0.6907,1
P38567,acetic acid,sorbitol,polysorbate 20,arginine,potassium chloride,6.0,4,10,26.1432,114.3031,0.0194,117.4517,20.0962,0.1902,0.1657,0.1243,0.8514,1,0.8129,0.8323,1
P38567,histidine,mannitol,polysorbate 80,arginine,potassium chloride,6.5,25,100,35.2114,237.965,0.0599,84.0767,25.8276,0.3423,0.2366,0.1778,0.739,2,0.7623,0.7287,1
P38567,acetic acid,sucrose,polysorbate 20,methionine,none,5.0,4,10,41.1243,176.0781,0.061,4.4084,0.0,0.0552,0.0224,0.1619,0.9283,0,0.9142,0.9284,1
P38567,citric acid,sucrose,polysorbate 80,arginine,none,7.0,50,100,45.9777,208.8064,0.0583,110.8822,0.0,0.4647,0.3697,0.3685,0.622,2,0.5802,0.5875,0
P38567,acetic acid,trehalose,poloxamer 188,proline,sodium chloride,6.5,25,100,26.3867,160.0214,0.0176,121.4029,126.8418,0.4619,0.2335,0.2651,0.7065,2,0.682,0.6555,0
P38567,histidine,mannitol,polysorbate 20,proline,none,6.0,25,10,17.599,145.5557,0.041,132.0034,0.0,0.2376,0.2507,0.1229,0.7897,1,0.7988,0.7864,1
P38567,histidine,sucrose,polysorbate 20,arginine,none,5.5,40,100,22.6932,259.2459,0.0506,112.8121,0.0,0.3147,0.3113,0.2244,0.7419,2,0.6911,0.7095,1
P38567,histidine,sorbitol,polysorbate 80,none,sodium chloride,6.0,37,10,34.2185,187.2378,0.0506,0.0,76.0066,0.284,0.2766,0.1828,0.7355,0,0.748,0.7408,1
P38567,acetic acid,sucrose,polysorbate 80,methionine,none,7.0,25,1,45.3901,171.7757,0.0335,2.0712,0.0,0.1892,0.1019,0.331,0.8317,0,0.8005,0.8062,1
P38567,acetic acid,trehalose,polysorbate 20,proline,none,7.4,37,10,43.8674,133.376,0.0575,110.2895,0.0,0.2415,0.2954,0.4015,0.7316,1,0.7339,0.7127,1
P38567,citric acid,sucrose,polysorbate 20,methionine,potassium chloride,5.5,25,100,34.8482,204.1211,0.0785,2.6865,21.2334,0.2418,0.0753,0.1498,0.8425,2,0.8251,0.8269,1
P38567,histidine,trehalose,polysorbate 80,arginine,none,7.0,37,10,47.8554,188.7232,0.0501,67.7885,0.0,0.1597,0.2612,0.2726,0.8243,0,0.7782,0.7908,1
P38567,phosphoric acid,trehalose,poloxamer 188,methionine,none,7.0,50,100,46.0823,212.0319,0.0455,7.2479,0.0,0.57,0.2424,0.4536,0.6156,2,0.5554,0.5553,0
P38567,citric acid,sucrose,poloxamer 188,none,none,6.5,40,10,45.8143,130.0031,0.0276,0.0,0.0,0.4302,0.3083,0.2707,0.6644,0,0.6371,0.6421,0
P38567,phosphoric acid,sucrose,poloxamer 188,none,none,5.0,37,10,19.9697,169.5285,0.0402,0.0,0.0,0.2002,0.3086,0.2636,0.7807,0,0.7511,0.7584,1
P38567,histidine,sucrose,polysorbate 20,methionine,none,5.0,40,1,19.5312,218.2287,0.0226,6.7157,0.0,0.2577,0.1538,0.1924,0.7979,1,0.7746,0.7862,1
P38567,citric acid,sucrose,polysorbate 80,none,potassium chloride,5.5,37,100,18.3579,104.3203,0.073,0.0,13.8106,0.3444,0.3087,0.1975,0.7094,1,0.7217,0.7016,1
P38567,histidine,trehalose,poloxamer 188,none,none,6.5,37,1,18.1482,107.1835,0.0354,0.0,0.0,0.3625,0.2979,0.2267,0.7301,0,0.7145,0.6934,1
P38567,acetic acid,sorbitol,poloxamer 188,proline,none,6.0,40,10,13.907,286.1761,0.0382,63.2519,0.0,0.3305,0.317,0.2962,0.6999,1,0.6815,0.6833,1
P38567,histidine,mannitol,poloxamer 188,arginine,sodium chloride,6.5,40,10,19.6819,250.7572,0.0155,86.7015,60.9604,0.4165,0.2898,0.2563,0.7022,1,0.6635,0.6609,0
P38567,acetic acid,sucrose,polysorbate 80,glycine,sodium chloride,6.5,40,100,35.0607,152.8188,0.0778,191.8125,130.7189,0.4755,0.3272,0.3136,0.6448,2,0.6039,0.607,0
P38567,phosphoric acid,trehalose,poloxamer 188,glycine,sodium chloride,6.0,50,100,45.0117,177.6202,0.0285,142.6868,81.1026,0.6155,0.3698,0.3387,0.5712,2,0.5368,0.523,0
P38567,citric acid,sucrose,polysorbate 20,none,potassium chloride,7.0,25,10,28.7877,259.7321,0.0719,0.0,42.8754,0.1694,0.261,0.2565,0.8044,1,0.7878,0.7882,1
P38567,citric acid,sucrose,poloxamer 188,none,none,5.5,40,1,16.0789,263.6254,0.0289,0.0,0.0,0.2495,0.3039,0.2171,0.762,1,0.7567,0.7463,1
P38567,citric acid,sucrose,poloxamer 188,proline,sodium chloride,5.5,25,10,43.6614,106.2771,0.0148,130.3607,124.9729,0.2587,0.2345,0.1105,0.8294,1,0.7771,0.7868,1
P38567,citric acid,mannitol,polysorbate 20,arginine,potassium chloride,7.4,40,10,49.1974,268.7593,0.0322,54.6541,42.1861,0.3322,0.3172,0.3808,0.7162,1,0.6528,0.667,0
P38567,histidine,trehalose,poloxamer 188,methionine,sodium chloride,6.0,40,100,14.4077,255.8711,0.0483,8.3957,136.2901,0.5036,0.1692,0.2508,0.7041,2,0.6651,0.6539,0
P38567,citric acid,trehalose,polysorbate 20,methionine,potassium chloride,5.5,37,10,32.3349,137.09,0.0148,9.5073,25.1841,0.27,0.1111,0.2046,0.8275,0,0.8104,0.7949,1
P38567,phosphoric acid,mannitol,polysorbate 20,methionine,potassium chloride,6.0,25,1,40.8854,139.068,0.022,4.2889,40.8032,0.2459,0.0771,0.2178,0.8568,0,0.813,0.8133,1
P38567,citric acid,sorbitol,polysorbate 80,none,potassium chloride,5.0,25,100,11.2802,198.3175,0.0225,0.0,43.3646,0.4108,0.2205,0.1437,0.7285,1,0.7417,0.7081,1
P38567,acetic acid,sorbitol,polysorbate 80,none,sodium chloride,5.0,4,10,20.1373,178.0313,0.047,0.0,132.7083,0.154,0.2098,0.1505,0.8262,0,0.811,0.8292,1
P38567,citric acid,sucrose,poloxamer 188,none,sodium chloride,6.5,25,10,24.1139,264.134,0.0234,0.0,125.4763,0.2723,0.2415,0.1714,0.7666,1,0.7805,0.7615,1
P38567,phosphoric acid,trehalose,poloxamer 188,glycine,none,7.4,25,10,27.2398,147.5847,0.05,55.9991,0.0,0.0924,0.2295,0.3406,0.8112,0,0.8025,0.8128,1
P38567,citric acid,trehalose,polysorbate 80,none,potassium chloride,7.0,37,1,37.3243,117.8404,0.0382,0.0,48.7621,0.303,0.286,0.3123,0.7243,0,0.7323,0.7052,1
P38567,acetic acid,trehalose,polysorbate 80,methionine,potassium chloride,7.0,37,1,10.7715,274.1278,0.0412,5.7052,30.4109,0.2426,0.136,0.3935,0.7828,1,0.7834,0.7588,1
P38567,citric acid,trehalose,polysorbate 20,glycine,potassium chloride,6.0,50,10,49.7127,294.0796,0.045,76.9494,32.118,0.3782,0.3687,0.2716,0.6737,1,0.6764,0.6537,0
P38567,histidine,mannitol,poloxamer 188,proline,potassium chloride,6.5,4,100,48.3219,285.8233,0.013,76.0329,43.8088,0.5442,0.1503,0.1373,0.6855,2,0.6411,0.6581,0
P38567,phosphoric acid,sucrose,polysorbate 20,arginine,none,6.0,37,10,46.4711,251.6554,0.0232,108.5955,0.0,0.1878,0.2982,0.2746,0.7823,2,0.7703,0.7653,1
P38567,histidine,sucrose,polysorbate 20,none,sodium chloride,5.0,37,1,19.5344,212.837,0.0681,0.0,129.3367,0.1277,0.2944,0.2049,0.8374,1,0.8006,0.8118,1
P38567,acetic acid,trehalose,polysorbate 20,none,none,6.0,4,100,36.2722,289.3795,0.0722,0.0,0.0,0.2659,0.1838,0.1372,0.8173,2,0.7681,0.788,1
P38567,citric acid,sucrose,polysorbate 20,none,potassium chloride,5.5,40,10,41.6495,277.2753,0.0355,0.0,11.9818,0.2653,0.3075,0.1864,0.7366,1,0.7275,0.7393,1
P38567,citric acid,sorbitol,polysorbate 20,proline,sodium chloride,5.5,25,10,33.1383,212.5414,0.0685,61.3175,122.3571,0.1577,0.2582,0.1389,0.8367,1,0.839,0.8226,1
P38567,citric acid,sucrose,polysorbate 80,none,sodium chloride,7.0,4,1,24.5855,145.5771,0.0545,0.0,66.9862,0.229,0.1845,0.1745,0.821,0,0.7872,0.7979,1
P38567,histidine,mannitol,polysorbate 20,methionine,none,7.4,25,1,47.9247,298.5234,0.0123,4.4604,0.0,0.31,0.109,0.2937,0.786,1,0.7599,0.7543,1
P38567,citric acid,mannitol,polysorbate 20,methionine,sodium chloride,6.0,37,1,21.7822,162.7545,0.0354,4.0555,63.9315,0.322,0.1579,0.1908,0.8083,0,0.7518,0.7593,1
P38567,acetic acid,sorbitol,polysorbate 80,proline,sodium chloride,7.4,37,100,22.5695,196.1374,0.0728,123.0338,50.6937,0.3544,0.2787,0.4025,0.6602,2,0.6635,0.6568,0
P38567,phosphoric acid,trehalose,polysorbate 20,arginine,sodium chloride,5.0,50,1,29.2748,112.4636,0.0417,107.5134,140.2568,0.3287,0.3809,0.3413,0.6817,1,0.6263,0.6552,0
P38567,histidine,mannitol,polysorbate 80,none,potassium chloride,6.0,40,10,18.0415,295.1523,0.0691,0.0,43.711,0.2986,0.2963,0.1882,0.7545,1,0.7092,0.7288,1
P38567,phosphoric acid,sucrose,poloxamer 188,arginine,sodium chloride,7.4,25,10,39.1503,222.403,0.0482,84.2033,146.0196,0.0621,0.2554,0.3522,0.8007,1,0.7823,0.8142,1
P38567,citric acid,sucrose,polysorbate 20,none,potassium chloride,5.5,40,1,41.7903,100.0827,0.06,0.0,48.3255,0.2777,0.3234,0.1847,0.7293,0,0.7509,0.7321,1
P38567,phosphoric acid,sucrose,polysorbate 20,arginine,none,6.0,50,10,48.0032,163.6003,0.0451,73.6066,0.0,0.3844,0.3681,0.3277,0.6929,0,0.6128,0.6385,0
P38567,histidine,mannitol,polysorbate 80,glycine,none,7.0,40,1,14.1797,233.9345,0.0362,132.4417,0.0,0.3616,0.3288,0.3041,0.6773,2,0.6779,0.6638,0
P38567,citric acid,sorbitol,poloxamer 188,proline,sodium chloride,6.0,50,100,40.5472,264.7922,0.0368,85.5904,96.6263,0.672,0.3527,0.287,0.5554,2,0.5401,0.5118,0
P38567,phosphoric acid,mannitol,poloxamer 188,glycine,potassium chloride,5.5,25,1,42.2506,241.0964,0.019,153.6022,21.5703,0.2423,0.2475,0.2106,0.7718,2,0.8134,0.7684,1
P38567,acetic acid,sorbitol,polysorbate 20,none,none,5.0,40,100,36.2586,247.7079,0.0595,0.0,0.0,0.4117,0.311,0.2873,0.6847,2,0.6914,0.6526,0
P38567,citric acid,sorbitol,polysorbate 20,methionine,sodium chloride,5.0,37,1,30.6235,141.6274,0.0307,8.6452,99.4719,0.2744,0.149,0.2177,0.7944,0,0.7955,0.7772,1
P38567,acetic acid,sorbitol,poloxamer 188,proline,sodium chloride,6.5,37,100,28.4626,203.8882,0.0413,72.7028,127.4727,0.5384,0.3043,0.3153,0.6135,2,0.5612,0.5795,0
P38567,histidine,sucrose,polysorbate 20,arginine,none,5.0,4,10,17.4523,111.4647,0.0626,56.9383,0.0,0.0333,0.157,0.0837,0.8869,0,0.9118,0.9164,1
P38567,citric acid,sorbitol,polysorbate 80,methionine,sodium chloride,7.4,25,100,22.1245,258.695,0.0756,9.3842,129.4304,0.333,0.1088,0.2982,0.7814,2,0.7534,0.7432,1
P38567,acetic acid,sucrose,polysorbate 80,glycine,potassium chloride,6.5,25,100,33.6684,283.2571,0.0661,115.3282,33.1791,0.3002,0.2344,0.2378,0.7595,2,0.7085,0.7334,1
P38567,histidine,sorbitol,poloxamer 188,methionine,none,5.0,4,1,45.4738,246.2258,0.0233,5.8406,0.0,0.2062,0.0303,0.0874,0.8916,1,0.9013,0.8742,1
P38567,citric acid,trehalose,polysorbate 80,arginine,none,6.5,37,1,16.1602,297.6656,0.0271,90.2977,0.0,0.1618,0.2856,0.2427,0.8241,1,0.7773,0.7899,1
P38567,phosphoric acid,trehalose,polysorbate 80,glycine,potassium chloride,7.4,50,1,13.118,114.3093,0.0151,52.3597,47.8123,0.4828,0.3951,0.4971,0.5999,0,0.5188,0.544,0
P38567,histidine,mannitol,polysorbate 80,glycine,potassium chloride,5.5,50,1,16.6043,238.9842,0.0691,92.8552,35.0263,0.3559,0.3484,0.2455,0.7056,1,0.6879,0.6765,0
P38567,acetic acid,mannitol,poloxamer 188,proline,none,5.5,40,100,36.3642,167.1993,0.0454,82.2807,0.0,0.4538,0.3277,0.2742,0.6522,1,0.6332,0.626,0
P38567,citric acid,sucrose,poloxamer 188,arginine,none,7.4,37,100,23.5721,264.2054,0.0309,73.5989,0.0,0.3255,0.3096,0.3288,0.6933,2,0.6571,0.6783,0
P38567,acetic acid,sucrose,poloxamer 188,glycine,sodium chloride,7.0,37,1,25.7314,105.1347,0.0313,66.0517,143.6103,0.3903,0.2856,0.3529,0.6755,0,0.6676,0.652,0
P38567,histidine,mannitol,polysorbate 20,glycine,none,6.5,40,1,34.1707,240.6892,0.0479,174.3228,0.0,0.3957,0.2976,0.2437,0.674,2,0.6783,0.6675,0
P38567,histidine,trehalose,polysorbate 20,glycine,potassium chloride,6.0,25,10,13.1363,205.1391,0.0286,183.6153,18.7228,0.2231,0.2273,0.1501,0.7994,2,0.7756,0.7917,1
P38567,phosphoric acid,sucrose,polysorbate 20,none,sodium chloride,6.0,50,10,19.2921,236.7298,0.0718,0.0,69.7856,0.4046,0.3999,0.3432,0.6352,1,0.6071,0.6132,0
P38567,phosphoric acid,trehalose,polysorbate 20,none,none,5.5,37,10,18.9079,281.264,0.0192,0.0,0.0,0.2575,0.2951,0.253,0.7518,1,0.736,0.7356,1
P38567,acetic acid,sorbitol,polysorbate 80,arginine,potassium chloride,5.5,50,10,24.5276,242.845,0.0148,108.7626,11.6253,0.4098,0.3873,0.3542,0.6438,2,0.6114,0.6133,0
P38567,histidine,sorbitol,polysorbate 80,proline,sodium chloride,7.4,37,100,28.9525,221.0,0.0407,87.6673,84.2889,0.4373,0.2813,0.3591,0.657,2,0.641,0.6287,0
P38567,acetic acid,sorbitol,polysorbate 80,glycine,none,6.5,50,1,47.3939,202.5544,0.067,132.5244,0.0,0.491,0.3729,0.3785,0.5984,2,0.5746,0.5712,0
P38567,phosphoric acid,mannitol,polysorbate 20,glycine,none,6.5,25,10,40.9179,107.7658,0.0139,74.6239,0.0,0.3436,0.244,0.2186,0.7533,0,0.7342,0.7187,1
P38567,acetic acid,mannitol,polysorbate 80,none,sodium chloride,6.5,4,10,39.0802,268.3064,0.0148,0.0,102.3732,0.3588,0.1767,0.1948,0.7307,1,0.7568,0.7308,1
P38567,phosphoric acid,mannitol,poloxamer 188,glycine,sodium chloride,6.5,50,100,18.2404,179.6399,0.0487,103.6999,59.3347,0.6993,0.3874,0.3809,0.5174,2,0.4906,0.4678,0
P38567,phosphoric acid,mannitol,polysorbate 80,proline,none,7.4,40,10,47.3933,222.5438,0.0563,72.9221,0.0,0.2529,0.2995,0.4317,0.7131,1,0.674,0.6948,1
P38567,citric acid,sucrose,poloxamer 188,arginine,sodium chloride,7.0,4,1,10.7764,212.0616,0.0113,58.6562,134.7879,0.2307,0.1853,0.2198,0.7986,1,0.7741,0.7851,1
P38567,histidine,mannitol,poloxamer 188,glycine,sodium chloride,6.5,25,10,29.8148,231.9881,0.0209,94.0435,53.1442,0.3326,0.2585,0.2042,0.7712,1,0.7261,0.724,1
P38567,histidine,trehalose,polysorbate 80,methionine,potassium chloride,5.5,4,10,21.2941,159.9162,0.0191,6.9031,48.4158,0.2228,0.0289,0.0798,0.8651,0,0.8845,0.8647,1
P38567,acetic acid,sorbitol,poloxamer 188,proline,sodium chloride,7.0,4,1,28.8959,133.2616,0.0193,124.9192,94.5897,0.2923,0.188,0.2424,0.7851,1,0.7102,0.7491,1
P38567,histidine,trehalose,poloxamer 188,none,potassium chloride,5.0,37,100,23.1145,169.4275,0.018,0.0,32.5643,0.4003,0.2889,0.1641,0.7182,1,0.6949,0.6886,1
P38567,acetic acid,trehalose,polysorbate 20,arginine,none,6.5,50,10,39.6602,114.6977,0.038,140.1889,0.0,0.4546,0.3947,0.3799,0.6293,1,0.609,0.5872,0
P38567,phosphoric acid,sucrose,polysorbate 80,none,potassium chloride,6.0,40,100,39.9145,199.7661,0.0217,0.0,27.7055,0.5384,0.2933,0.2551,0.6405,1,0.6069,0.5996,0
P38567,phosphoric acid,sorbitol,poloxamer 188,none,sodium chloride,7.0,50,10,26.2497,123.3992,0.042,0.0,127.1494,0.585,0.3575,0.4349,0.5427,0,0.5198,0.5158,0
P38567,citric acid,sorbitol,polysorbate 20,none,sodium chloride,6.5,50,100,46.1566,102.986,0.0666,0.0,61.133,0.6971,0.3519,0.3043,0.5317,1,0.5633,0.4978,0
P38567,citric acid,sucrose,polysorbate 20,none,potassium chloride,6.5,50,10,15.9228,281.5879,0.0512,0.0,18.0382,0.4763,0.3809,0.3034,0.6266,1,0.5922,0.5936,0
P38567,acetic acid,mannitol,polysorbate 20,none,potassium chloride,6.5,40,100,26.3867,198.038,0.0363,0.0,22.7553,0.6926,0.3046,0.3106,0.5443,1,0.5368,0.5083,0
P38567,histidine,sorbitol,polysorbate 20,none,potassium chloride,5.5,50,10,42.1887,168.8239,0.0675,0.0,27.5777,0.4538,0.381,0.2537,0.6327,0,0.6452,0.6165,0
P38567,histidine,sucrose,polysorbate 20,none,potassium chloride,5.5,40,100,38.839,132.5758,0.0118,0.0,36.894,0.5949,0.3041,0.2278,0.5914,1,0.5792,0.5715,0
P38567,histidine,sorbitol,polysorbate 20,none,potassium chloride,6.5,50,100,42.5108,161.2739,0.0366,0.0,13.5813,0.7268,0.3708,0.3024,0.5266,1,0.5201,0.4781,0
P38567,phosphoric acid,trehalose,poloxamer 188,none,potassium chloride,6.5,40,100,30.5043,125.4652,0.0105,0.0,30.8153,0.6359,0.3077,0.2996,0.5982,1,0.5764,0.5419,0
P38567,histidine,trehalose,polysorbate 20,none,sodium chloride,6.5,40,100,42.3743,150.7019,0.0229,0.0,77.2363,0.6397,0.3081,0.2421,0.5696,1,0.576,0.5472,0
P38567,citric acid,sucrose,poloxamer 188,none,potassium chloride,6.5,50,100,42.7841,189.7216,0.0151,0.0,45.5979,0.7549,0.3949,0.2992,0.5087,1,0.4998,0.4583,0
P38567,citric acid,sorbitol,poloxamer 188,none,potassium chloride,6.5,40,100,40.9687,218.5007,0.0439,0.0,10.6786,0.6249,0.2969,0.2455,0.5915,2,0.563,0.5566,0
P38567,citric acid,sucrose,poloxamer 188,none,potassium chloride,6.5,40,100,32.8916,201.5463,0.0391,0.0,44.6807,0.5991,0.3072,0.2486,0.6102,2,0.587,0.5682,0
P38567,acetic acid,mannitol,poloxamer 188,none,sodium chloride,5.0,50,10,20.6342,173.1328,0.0328,0.0,143.9202,0.4553,0.3532,0.3585,0.6225,0,0.5857,0.5972,0
P38567,phosphoric acid,sorbitol,polysorbate 80,none,potassium chloride,5.5,50,10,31.6496,291.8829,0.0563,0.0,13.7793,0.3803,0.397,0.3227,0.6673,1,0.6256,0.6326,0
P38567,citric acid,sorbitol,polysorbate 80,none,sodium chloride,5.5,50,10,29.6479,187.7952,0.0269,0.0,68.3029,0.4863,0.3785,0.2393,0.6209,0,0.6302,0.6041,0
P38567,histidine,trehalose,polysorbate 20,none,sodium chloride,7.0,50,10,38.5246,206.7621,0.0483,0.0,141.2665,0.4859,0.3678,0.3757,0.5971,1,0.5994,0.5767,0
P38567,citric acid,sucrose,polysorbate 80,none,potassium chloride,5.5,50,10,42.6007,258.3098,0.0523,0.0,18.7311,0.3507,0.3682,0.2721,0.7053,1,0.6544,0.6667,0
P38567,histidine,sorbitol,polysorbate 20,none,sodium chloride,6.5,40,100,31.0982,139.3832,0.0355,0.0,115.6123,0.6753,0.3324,0.2593,0.5615,1,0.5851,0.5243,0
P38567,acetic acid,trehalose,polysorbate 20,none,sodium chloride,6.5,50,100,25.0095,224.5095,0.0741,0.0,124.7027,0.6419,0.3856,0.3687,0.557,2,0.5015,0.499,0
P38567,phosphoric acid,trehalose,polysorbate 80,none,sodium chloride,6.0,50,10,31.5987,112.3464,0.0396,0.0,120.2242,0.5004,0.3556,0.3636,0.6071,0,0.5615,0.574,0
P38567,citric acid,sucrose,polysorbate 80,none,sodium chloride,6.5,50,100,48.1922,205.5535,0.014,0.0,88.8316,0.7383,0.3727,0.3047,0.505,2,0.5108,0.4693,0
P38567,histidine,mannitol,poloxamer 188,none,sodium chloride,5.5,40,100,27.9077,278.4289,0.0171,0.0,71.9411,0.5734,0.2815,0.1965,0.633,2,0.6093,0.598,0
P38567,acetic acid,sucrose,poloxamer 188,none,potassium chloride,5.0,40,100,44.0693,283.6384,0.0125,0.0,47.9,0.4505,0.3338,0.274,0.6795,2,0.6069,0.6271,0
P38567,citric acid,sorbitol,poloxamer 188,none,potassium chloride,7.0,50,10,41.62,286.3292,0.016,0.0,21.3791,0.5626,0.3557,0.3722,0.5562,1,0.5298,0.5388,0
P38567,citric acid,mannitol,poloxamer 188,none,potassium chloride,5.5,40,100,48.5887,113.2525,0.0296,0.0,46.9308,0.5569,0.2968,0.2048,0.6636,1,0.6213,0.6044,0
P38567,acetic acid,sorbitol,polysorbate 20,none,potassium chloride,5.5,50,10,35.2219,160.5701,0.0245,0.0,13.5295,0.5149,0.3533,0.315,0.6136,0,0.5624,0.5783,0
P38567,phosphoric acid,mannitol,polysorbate 20,none,potassium chloride,6.5,40,100,25.2232,210.3464,0.0115,0.0,34.6994,0.6529,0.3098,0.318,0.5742,2,0.5547,0.5267,0
P38567,citric acid,trehalose,polysorbate 20,none,sodium chloride,6.5,40,100,22.2912,225.0576,0.0533,0.0,121.8119,0.5218,0.2921,0.217,0.6443,2,0.645,0.6169,0
P38567,citric acid,mannitol,polysorbate 80,none,potassium chloride,6.5,50,100,41.2927,257.0474,0.0232,0.0,18.5937,0.783,0.3675,0.3257,0.5015,2,0.4712,0.4452,0
P38567,phosphoric acid,sucrose,polysorbate 80,none,sodium chloride,6.5,40,100,27.2691,244.5763,0.0576,0.0,133.3725,0.4933,0.2705,0.338,0.6433,2,0.6427,0.6109,0
P38567,acetic acid,sucrose,polysorbate 20,none,potassium chloride,6.5,40,100,33.8826,254.7797,0.0364,0.0,13.1971,0.5219,0.3427,0.316,0.6044,2,0.5854,0.5783,0
P38567,acetic acid,mannitol,poloxamer 188,none,potassium chloride,6.5,40,100,30.829,264.6535,0.0482,0.0,37.2141,0.588,0.3052,0.312,0.572,2,0.5597,0.5549,0
P38567,citric acid,sucrose,polysorbate 80,none,potassium chloride,7.4,40,100,25.0234,298.2724,0.0443,0.0,26.6692,0.4389,0.2931,0.3339,0.6451,2,0.6331,0.6279,0
P38567,citric acid,mannitol,poloxamer 188,none,sodium chloride,6.5,50,100,48.2912,279.1262,0.0263,0.0,146.436,0.7475,0.3605,0.2931,0.5344,2,0.504,0.4734,0
P38567,phosphoric acid,sorbitol,poloxamer 188,none,sodium chloride,6.5,40,100,27.3651,160.4879,0.0104,0.0,98.6995,0.7479,0.3005,0.3154,0.5504,1,0.5146,0.4852,0
P38567,histidine,sucrose,poloxamer 188,none,sodium chloride,6.5,50,100,10.9535,136.8802,0.0324,0.0,118.9789,0.7172,0.373,0.311,0.4978,1,0.4874,0.4738,0
P38567,citric acid,trehalose,poloxamer 188,none,sodium chloride,6.5,40,100,41.9744,264.4994,0.0359,0.0,115.827,0.5583,0.328,0.2602,0.6066,2,0.5809,0.577,0
P38567,phosphoric acid,sorbitol,poloxamer 188,none,potassium chloride,6.5,50,100,35.0622,112.3159,0.0177,0.0,13.7345,0.8104,0.3283,0.363,0.5097,1,0.4652,0.4366,0
P38567,histidine,trehalose,poloxamer 188,none,sodium chloride,7.0,40,100,14.8865,285.6244,0.0393,0.0,135.2674,0.4852,0.2882,0.3223,0.6464,2,0.6159,0.6113,0
P24855,phosphoric acid,trehalose,poloxamer 188,none,potassium chloride,5.5,50,10,17.8087,267.7144,0.0444,0.0,15.7077,0.4301,0.4029,0.2891,0.6208,1,0.5979,0.6096,0
P24855,citric acid,sucrose,polysorbate 20,arginine,none,6.0,4,10,47.9259,192.1508,0.0487,76.6928,0.0,0.1236,0.2288,0.0435,0.8619,0,0.8792,0.8661,1
P24855,phosphoric acid,sucrose,polysorbate 80,methionine,potassium chloride,5.5,50,100,27.5532,190.4099,0.0357,9.3963,15.7345,0.6289,0.28,0.2766,0.5887,1,0.5717,0.5534,0
P24855,acetic acid,sorbitol,polysorbate 20,none,sodium chloride,5.0,40,100,47.0965,177.2465,0.0174,0.0,59.9611,0.7076,0.3415,0.233,0.5479,1,0.5389,0.5088,0
P24855,phosphoric acid,sorbitol,polysorbate 20,glycine,sodium chloride,5.5,4,10,40.5525,280.6395,0.0571,65.4522,139.461,0.2383,0.2087,0.1097,0.8176,1,0.8479,0.805,1
P24855,phosphoric acid,trehalose,polysorbate 20,methionine,potassium chloride,5.5,25,1,25.6955,187.9904,0.0417,2.9704,44.986,0.2175,0.1192,0.1675,0.8245,0,0.8072,0.8202,1
P24855,phosphoric acid,mannitol,polysorbate 20,methionine,none,6.0,37,10,30.6575,127.356,0.033,9.3039,0.0,0.282,0.1746,0.2059,0.7687,0,0.7673,0.7654,1
P24855,citric acid,sorbitol,poloxamer 188,methionine,sodium chloride,7.0,37,100,22.5308,186.1706,0.0368,9.9997,54.0486,0.3654,0.1936,0.2388,0.7346,1,0.7326,0.715,1
P24855,histidine,mannitol,poloxamer 188,proline,potassium chloride,6.5,37,100,49.703,238.5908,0.0189,90.3703,39.5238,0.4468,0.3168,0.1939,0.7018,2,0.6436,0.6524,0
P24855,histidine,sucrose,polysorbate 20,methionine,potassium chloride,5.0,37,100,29.6886,162.1517,0.0214,2.6221,47.4094,0.5855,0.1695,0.1648,0.6596,1,0.6435,0.6295,0
P24855,acetic acid,sucrose,poloxamer 188,none,sodium chloride,6.5,25,1,20.0639,145.4217,0.0348,0.0,127.508,0.2323,0.2826,0.1931,0.781,0,0.7499,0.7639,1
P24855,histidine,trehalose,polysorbate 80,methionine,none,5.0,50,1,27.1144,123.8949,0.0275,6.6151,0.0,0.5211,0.2633,0.2124,0.6455,0,0.6657,0.6261,0
P24855,acetic acid,sucrose,poloxamer 188,glycine,potassium chloride,5.5,50,100,39.8168,238.2669,0.02,56.8813,37.7517,0.6264,0.4026,0.304,0.5515,2,0.5168,0.5137,0
P24855,histidine,trehalose,polysorbate 20,glycine,sodium chloride,6.0,4,10,11.4574,256.0196,0.0503,64.9087,129.0829,0.1539,0.2273,0.0509,0.885,1,0.8429,0.8529,1
