protein_id,buffer,sugar,surfactant,amino_acid,ph,temperature_c,buf_conc_mM,sug_conc_mM,sur_conc_mM,aa_conc_mM,aggregation_score,oxidation_level,deamidation_level,potency_retention,viscosity_class,shelf_life_score
P09603,histidine,sucrose,polysorbate 20,arginine,5.0,4,30.0,100.0,0.045,100.0,0.3168,0.2049,0.1243,0.7821,0,0.7804
P09603,acetic acid,mannitol,poloxamer 188,glycine,5.5,40,30.0,100.0,0.01,125.0,0.6963,0.3436,0.3248,0.4968,1,0.535
P09603,citric acid,sorbitol,poloxamer 188,methionine,7.4,4,50.0,300.0,0.01,10.0,0.4185,0.1296,0.2144,0.7589,1,0.7558
P09603,acetic acid,sorbitol,polysorbate 20,proline,7.4,25,10.0,100.0,0.045,100.0,0.2802,0.266,0.3617,0.7491,0,0.6791
P09603,histidine,mannitol,poloxamer 188,glycine,7.4,40,50.0,100.0,0.05,50.0,0.4884,0.3041,0.3662,0.5889,0,0.5964
P09603,histidine,sorbitol,polysorbate 80,glycine,5.0,40,10.0,200.0,0.045,50.0,0.6485,0.2599,0.2513,0.535,0,0.6086
P09603,acetic acid,sucrose,polysorbate 20,glycine,7.0,40,50.0,200.0,0.045,200.0,0.2025,0.4095,0.4524,0.6312,1,0.6889
P09603,acetic acid,trehalose,poloxamer 188,arginine,5.5,4,30.0,200.0,0.03,150.0,0.3754,0.3018,0.2273,0.7077,1,0.694
P09603,citric acid,sorbitol,polysorbate 80,arginine,6.0,25,10.0,300.0,0.045,150.0,0.1911,0.318,0.1454,0.745,2,0.7913
P09603,histidine,trehalose,polysorbate 20,arginine,7.4,4,10.0,100.0,0.045,50.0,0.0365,0.1826,0.2352,0.8997,0,0.8825
P09603,phosphoric acid,sucrose,polysorbate 20,none,6.5,25,30.0,100.0,0.08,0.0,0.1354,0.2773,0.2417,0.8147,0,0.7741
P09603,histidine,mannitol,polysorbate 20,glycine,5.5,25,50.0,200.0,0.08,125.0,0.4762,0.1933,0.1733,0.742,1,0.6858
P09603,histidine,sorbitol,polysorbate 20,proline,5.0,4,50.0,200.0,0.08,100.0,0.5363,0.1651,0.1565,0.6943,0,0.6686
P09603,citric acid,mannitol,polysorbate 80,methionine,5.5,40,30.0,300.0,0.08,5.5,0.5506,0.1806,0.2075,0.6305,1,0.665
P09603,acetic acid,sucrose,poloxamer 188,arginine,7.4,4,10.0,100.0,0.01,50.0,0.1358,0.2525,0.3262,0.8125,0,0.7837
P09603,histidine,mannitol,polysorbate 80,arginine,7.0,4,30.0,100.0,0.08,150.0,0.1964,0.2073,0.2505,0.7942,1,0.7785
P09603,acetic acid,sorbitol,polysorbate 20,arginine,5.5,40,50.0,200.0,0.045,50.0,0.4368,0.382,0.3648,0.6015,0,0.6293
P09603,citric acid,trehalose,polysorbate 20,proline,7.4,40,30.0,300.0,0.01,50.0,0.1845,0.411,0.3387,0.7146,1,0.7009
P09603,citric acid,sorbitol,poloxamer 188,proline,7.4,4,10.0,200.0,0.05,50.0,0.3815,0.3136,0.2387,0.71,0,0.7075
P09603,citric acid,trehalose,polysorbate 20,methionine,5.5,4,50.0,200.0,0.045,5.5,0.3049,0.1077,0.1854,0.7993,0,0.7933
P09603,histidine,trehalose,polysorbate 20,arginine,5.5,40,10.0,300.0,0.045,100.0,0.3469,0.2719,0.2224,0.6903,1,0.6771
P09603,histidine,sorbitol,polysorbate 80,methionine,5.0,4,10.0,300.0,0.08,5.5,0.4863,0.039,0.1371,0.7355,1,0.7845
P09603,citric acid,trehalose,polysorbate 80,arginine,5.0,25,50.0,200.0,0.045,100.0,0.2848,0.3127,0.1373,0.7472,0,0.7565
P09603,phosphoric acid,mannitol,poloxamer 188,methionine,6.0,25,30.0,100.0,0.03,5.5,0.419,0.1106,0.2719,0.7324,0,0.6808
P09603,phosphoric acid,sorbitol,polysorbate 80,proline,7.4,40,50.0,300.0,0.01,50.0,0.3834,0.374,0.4304,0.563,1,0.6401
P10767,acetic acid,trehalose,poloxamer 188,glycine,6.0,25,10.0,100.0,0.05,200.0,0.1547,0.2839,0.3567,0.79,1,0.7447
P10767,acetic acid,mannitol,polysorbate 80,arginine,5.5,25,50.0,100.0,0.045,150.0,0.1124,0.2665,0.3422,0.7909,1,0.7765
P10767,acetic acid,trehalose,polysorbate 20,proline,6.0,25,50.0,200.0,0.045,100.0,0.0972,0.3019,0.3139,0.8517,0,0.7917
P10767,citric acid,sucrose,poloxamer 188,none,7.4,25,50.0,100.0,0.03,0.0,0.1934,0.3045,0.3858,0.7254,0,0.7111
P10767,acetic acid,mannitol,polysorbate 20,arginine,5.0,25,50.0,100.0,0.045,150.0,0.0921,0.2865,0.3458,0.8073,1,0.7604
P10767,citric acid,mannitol,poloxamer 188,none,7.4,4,30.0,200.0,0.03,0.0,0.2653,0.2902,0.3676,0.7215,0,0.7054
P10767,histidine,mannitol,polysorbate 80,methionine,5.0,4,30.0,300.0,0.01,1.0,0.1631,0.0418,0.2306,0.8609,1,0.8378
P10767,acetic acid,mannitol,polysorbate 80,methionine,6.0,40,10.0,100.0,0.045,1.0,0.3316,0.2403,0.4122,0.6549,0,0.6708
P10767,phosphoric acid,mannitol,poloxamer 188,none,5.5,4,50.0,200.0,0.01,0.0,0.2938,0.3186,0.3214,0.7092,0,0.6709
P10767,citric acid,sorbitol,poloxamer 188,arginine,6.0,4,10.0,200.0,0.03,50.0,0.3007,0.2937,0.2197,0.7698,0,0.7297
P10767,acetic acid,sorbitol,polysorbate 20,arginine,6.0,25,50.0,200.0,0.01,150.0,0.1545,0.2758,0.3235,0.7975,1,0.7475
P10767,acetic acid,mannitol,poloxamer 188,glycine,7.4,4,30.0,100.0,0.03,200.0,0.3979,0.2573,0.4692,0.6676,1,0.6289
P10767,citric acid,mannitol,polysorbate 20,arginine,6.0,40,50.0,200.0,0.08,50.0,0.2718,0.3701,0.3557,0.605,0,0.6591
P10767,acetic acid,sorbitol,polysorbate 80,glycine,7.0,25,50.0,200.0,0.08,200.0,0.199,0.2576,0.4342,0.764,1,0.7269
P10767,phosphoric acid,sorbitol,polysorbate 20,methionine,6.5,25,30.0,200.0,0.01,10.0,0.234,0.1194,0.3458,0.8039,0,0.7856
P10767,histidine,sorbitol,polysorbate 80,glycine,7.0,25,10.0,300.0,0.08,125.0,0.2334,0.1833,0.3205,0.7745,2,0.7445
P10767,citric acid,mannitol,polysorbate 80,methionine,5.5,25,50.0,100.0,0.045,10.0,0.234,0.138,0.2528,0.8134,0,0.7895
P10767,acetic acid,sucrose,polysorbate 80,arginine,6.0,40,10.0,200.0,0.08,50.0,0.1011,0.3724,0.42,0.6788,0,0.708
P10767,phosphoric acid,sorbitol,poloxamer 188,proline,5.0,4,50.0,300.0,0.05,150.0,0.3243,0.2686,0.3337,0.7323,2,0.7
P10767,histidine,trehalose,poloxamer 188,glycine,7.0,40,30.0,100.0,0.01,200.0,0.261,0.3026,0.461,0.64,1,0.65
P10767,citric acid,mannitol,poloxamer 188,proline,7.4,4,30.0,300.0,0.05,50.0,0.3458,0.2798,0.2941,0.6909,1,0.6845
P10767,histidine,sucrose,polysorbate 80,glycine,7.0,4,50.0,100.0,0.01,50.0,0.0585,0.1744,0.3391,0.8857,0,0.8167
P10767,histidine,sorbitol,polysorbate 80,none,6.5,25,10.0,100.0,0.045,0.0,0.2756,0.2113,0.2671,0.7786,0,0.707
P10767,acetic acid,sorbitol,polysorbate 80,glycine,7.0,25,50.0,300.0,0.045,200.0,0.2239,0.3037,0.4368,0.7669,2,0.7055
P10767,histidine,sorbitol,polysorbate 80,arginine,5.5,4,50.0,300.0,0.01,50.0,0.1471,0.2044,0.2451,0.7809,1,0.7963
P10767,citric acid,sorbitol,polysorbate 20,proline,6.0,40,10.0,300.0,0.045,100.0,0.346,0.3665,0.334,0.6139,1,0.6871
P10767,phosphoric acid,sorbitol,polysorbate 20,arginine,6.5,25,30.0,100.0,0.01,100.0,0.2139,0.265,0.3414,0.7531,0,0.7448
P10767,acetic acid,sucrose,poloxamer 188,methionine,5.0,40,30.0,100.0,0.05,10.0,0.3087,0.2489,0.4451,0.7215,0,0.6477
P10767,acetic acid,sucrose,polysorbate 20,glycine,6.5,40,30.0,200.0,0.01,50.0,0.1254,0.3748,0.4071,0.6761,0,0.6952
P10767,phosphoric acid,trehalose,polysorbate 20,none,6.5,40,10.0,100.0,0.08,0.0,0.1658,0.3636,0.4488,0.6747,0,0.6864
P10767,citric acid,mannitol,poloxamer 188,none,6.0,25,50.0,100.0,0.03,0.0,0.3703,0.2674,0.2332,0.7324,0,0.6629
P10767,phosphoric acid,sorbitol,polysorbate 80,methionine,6.5,25,50.0,300.0,0.01,10.0,0.1386,0.1396,0.3483,0.8743,1,0.8014
P10767,phosphoric acid,trehalose,poloxamer 188,proline,7.0,40,30.0,300.0,0.05,100.0,0.2847,0.3788,0.5444,0.647,1,0.5667
P10767,histidine,sucrose,polysorbate 80,glycine,5.5,4,50.0,100.0,0.045,200.0,0.1058,0.2254,0.2441,0.8742,1,0.8042
P10767,acetic acid,mannitol,polysorbate 80,glycine,5.0,4,50.0,200.0,0.045,50.0,0.2258,0.2834,0.2941,0.7425,0,0.7145
P10767,histidine,mannitol,polysorbate 80,arginine,7.4,4,30.0,200.0,0.08,150.0,0.1714,0.2001,0.3449,0.8189,1,0.7646
P10767,histidine,trehalose,polysorbate 20,arginine,7.4,25,30.0,100.0,0.08,150.0,0.0495,0.1829,0.3396,0.8521,1,0.8371
P10767,citric acid,trehalose,polysorbate 20,methionine,6.5,40,30.0,100.0,0.01,10.0,0.1808,0.2522,0.3158,0.7169,0,0.771
P10767,citric acid,sorbitol,poloxamer 188,glycine,5.0,40,10.0,300.0,0.05,50.0,0.4074,0.3736,0.3563,0.5915,1,0.6141
P10767,citric acid,sucrose,polysorbate 80,arginine,6.0,25,50.0,300.0,0.01,100.0,0.0221,0.3135,0.2699,0.8375,1,0.8408
P10767,citric acid,sorbitol,polysorbate 80,glycine,7.0,25,50.0,200.0,0.045,200.0,0.1983,0.2645,0.2915,0.8165,1,0.7366
P10767,citric acid,sucrose,polysorbate 20,methionine,7.4,25,10.0,300.0,0.01,1.0,0.0563,0.1145,0.3524,0.8651,1,0.8113
P10767,phosphoric acid,sucrose,polysorbate 80,methionine,5.5,4,50.0,300.0,0.045,1.0,0.0733,0.104,0.3217,0.833,1,0.8145
P10767,citric acid,mannitol,polysorbate 20,methionine,7.4,25,10.0,100.0,0.045,1.0,0.2488,0.0934,0.3088,0.8107,0,0.7689
P10767,citric acid,mannitol,polysorbate 20,none,5.0,40,50.0,100.0,0.08,0.0,0.4032,0.4194,0.3211,0.6098,0,0.6316
P10767,acetic acid,mannitol,poloxamer 188,arginine,5.0,25,30.0,200.0,0.01,100.0,0.2288,0.2528,0.3382,0.7615,0,0.7225
P10767,histidine,trehalose,polysorbate 80,none,7.4,25,50.0,100.0,0.01,0.0,0.1067,0.1677,0.3154,0.8461,0,0.8201
P10767,acetic acid,sucrose,poloxamer 188,none,7.4,4,30.0,100.0,0.03,0.0,0.1581,0.3012,0.4031,0.7542,0,0.7203
P10767,histidine,sorbitol,polysorbate 80,proline,7.4,4,10.0,100.0,0.045,150.0,0.2243,0.1714,0.3759,0.7667,1,0.7949
P10767,citric acid,mannitol,polysorbate 20,methionine,6.0,4,10.0,100.0,0.01,1.0,0.2565,0.1345,0.248,0.858,0,0.7628
P10767,acetic acid,sucrose,poloxamer 188,methionine,5.0,25,30.0,300.0,0.01,5.5,0.1265,0.1176,0.3391,0.8118,1,0.8128
P10767,acetic acid,trehalose,polysorbate 80,methionine,5.0,40,30.0,200.0,0.01,5.5,0.2276,0.2357,0.4326,0.6894,0,0.7264
P10767,acetic acid,sucrose,polysorbate 80,glycine,5.0,40,10.0,100.0,0.045,200.0,0.1687,0.4196,0.4771,0.6664,1,0.6633
P10767,histidine,sucrose,poloxamer 188,glycine,5.0,4,10.0,100.0,0.03,50.0,0.2244,0.2046,0.2223,0.7939,0,0.7557
P10767,phosphoric acid,sucrose,polysorbate 20,proline,7.0,40,10.0,200.0,0.01,150.0,0.189,0.396,0.5115,0.6442,1,0.6252
P10767,acetic acid,sorbitol,poloxamer 188,arginine,7.4,4,10.0,200.0,0.05,50.0,0.2198,0.2937,0.4238,0.7332,0,0.6643
P10767,acetic acid,mannitol,polysorbate 80,methionine,7.4,25,30.0,300.0,0.045,10.0,0.2157,0.1318,0.4239,0.7856,1,0.7506
P10767,citric acid,mannitol,polysorbate 20,none,7.0,4,10.0,200.0,0.045,0.0,0.2023,0.2532,0.3746,0.7555,0,0.7288
P10767,acetic acid,mannitol,polysorbate 80,glycine,5.5,40,10.0,200.0,0.08,200.0,0.3571,0.4533,0.4136,0.5975,1,0.583
P10767,citric acid,sucrose,polysorbate 20,glycine,5.0,4,50.0,200.0,0.08,125.0,0.0606,0.2683,0.2159,0.8513,1,0.801
P15514,histidine,sucrose,polysorbate 20,arginine,6.0,25,50.0,200.0,0.045,50.0,0.0398,0.2392,0.2759,0.8478,0,0.8222
P15514,histidine,mannitol,poloxamer 188,methionine,6.5,4,30.0,200.0,0.03,1.0,0.4982,0.0648,0.2603,0.712,0,0.6854
P15514,citric acid,trehalose,polysorbate 20,glycine,7.4,25,50.0,100.0,0.08,125.0,0.2265,0.3649,0.3537,0.7524,1,0.7152
P15514,histidine,mannitol,polysorbate 80,none,6.0,25,50.0,100.0,0.01,0.0,0.2195,0.2163,0.3187,0.8186,0,0.7511
P15514,phosphoric acid,sorbitol,polysorbate 20,arginine,5.0,40,30.0,300.0,0.08,100.0,0.2524,0.4255,0.4761,0.6118,1,0.5879
P15514,acetic acid,sorbitol,poloxamer 188,none,7.0,25,10.0,200.0,0.03,0.0,0.5999,0.3385,0.4448,0.5682,0,0.5035
P15514,citric acid,trehalose,polysorbate 80,proline,7.4,25,10.0,100.0,0.08,100.0,0.2664,0.3552,0.3724,0.7122,0,0.6928
P15514,phosphoric acid,sorbitol,polysorbate 80,none,6.0,25,30.0,300.0,0.045,0.0,0.2391,0.367,0.3583,0.714,1,0.6607
P15514,histidine,sucrose,polysorbate 20,none,7.4,25,30.0,100.0,0.045,0.0,0.277,0.2574,0.3935,0.7525,0,0.6581
P15514,acetic acid,sucrose,polysorbate 20,arginine,6.5,4,30.0,200.0,0.08,150.0,0.1921,0.3013,0.3854,0.7483,1,0.7312
P15514,citric acid,sorbitol,polysorbate 80,none,5.0,25,50.0,300.0,0.045,0.0,0.1847,0.3615,0.2382,0.7566,1,0.7262
P15514,histidine,sorbitol,polysorbate 80,proline,6.0,25,30.0,100.0,0.01,150.0,0.2054,0.24,0.3036,0.8385,1,0.7567
P15514,citric acid,trehalose,poloxamer 188,arginine,5.5,4,50.0,100.0,0.01,150.0,0.1615,0.3427,0.2774,0.7702,1,0.7532
P15514,acetic acid,mannitol,polysorbate 80,none,7.4,4,10.0,300.0,0.045,0.0,0.4226,0.3265,0.4659,0.6386,1,0.6097
P15514,phosphoric acid,sucrose,poloxamer 188,proline,7.0,40,10.0,300.0,0.01,100.0,0.5409,0.4371,0.6057,0.5047,1,0.4978
P15514,histidine,sucrose,poloxamer 188,methionine,5.0,40,10.0,100.0,0.01,5.5,0.3088,0.1945,0.3875,0.7218,0,0.6629
P15514,phosphoric acid,sorbitol,polysorbate 80,methionine,6.0,4,10.0,200.0,0.08,5.5,0.2019,0.2143,0.3619,0.7691,0,0.7213
P15514,phosphoric acid,sorbitol,poloxamer 188,proline,6.5,25,50.0,100.0,0.01,100.0,0.4896,0.3101,0.4093,0.6288,0,0.5872
P15514,histidine,mannitol,polysorbate 80,none,5.0,4,50.0,100.0,0.045,0.0,0.2757,0.2573,0.2864,0.7767,0,0.714
P15514,phosphoric acid,trehalose,polysorbate 20,none,5.0,40,50.0,100.0,0.045,0.0,0.1991,0.4535,0.4569,0.6428,0,0.6552
P15514,histidine,sucrose,polysorbate 80,none,7.0,40,50.0,300.0,0.08,0.0,0.4965,0.3025,0.4818,0.5596,1,0.5803
P15514,acetic acid,sucrose,poloxamer 188,arginine,7.0,25,50.0,300.0,0.05,100.0,0.4162,0.3703,0.4945,0.6505,1,0.603
P15514,phosphoric acid,mannitol,polysorbate 80,none,6.0,4,30.0,100.0,0.045,0.0,0.2668,0.3387,0.3849,0.7293,0,0.67
P15514,citric acid,sorbitol,polysorbate 20,arginine,7.4,4,30.0,300.0,0.045,100.0,0.3387,0.3374,0.3504,0.7191,1,0.6593
P15514,histidine,mannitol,poloxamer 188,none,5.0,25,50.0,200.0,0.05,0.0,0.4028,0.2056,0.2563,0.7266,0,0.723
P15514,citric acid,sorbitol,polysorbate 20,glycine,7.0,4,50.0,100.0,0.045,200.0,0.5682,0.3443,0.3449,0.5773,1,0.5724
P15514,citric acid,mannitol,polysorbate 20,proline,6.0,4,10.0,200.0,0.045,150.0,0.2004,0.3275,0.2775,0.7464,1,0.7704
P15514,citric acid,sorbitol,poloxamer 188,glycine,5.5,25,10.0,100.0,0.01,125.0,0.3948,0.3067,0.2488,0.6546,1,0.6598
P15514,phosphoric acid,sorbitol,poloxamer 188,arginine,5.5,4,30.0,100.0,0.05,50.0,0.301,0.3298,0.3767,0.6749,0,0.6836
P15514,histidine,trehalose,poloxamer 188,none,6.5,25,30.0,100.0,0.03,0.0,0.3396,0.2383,0.2656,0.7141,0,0.6899
P15514,citric acid,mannitol,polysorbate 80,proline,6.0,40,50.0,300.0,0.01,150.0,0.3537,0.4461,0.3885,0.6035,2,0.611
P15514,histidine,sucrose,poloxamer 188,proline,6.5,25,50.0,200.0,0.05,100.0,0.2878,0.2327,0.2669,0.8008,0,0.7487
P15514,phosphoric acid,sorbitol,poloxamer 188,glycine,7.4,4,50.0,300.0,0.05,50.0,0.5526,0.3501,0.4532,0.5856,1,0.5427
P15514,citric acid,sucrose,poloxamer 188,none,6.0,40,50.0,200.0,0.03,0.0,0.2632,0.4304,0.3633,0.675,0,0.615
P15514,phosphoric acid,sorbitol,polysorbate 80,none,7.4,40,30.0,100.0,0.01,0.0,0.576,0.4194,0.54,0.5094,0,0.4964
P15514,phosphoric acid,sorbitol,polysorbate 20,arginine,7.0,40,50.0,300.0,0.08,100.0,0.5805,0.4541,0.6087,0.471,1,0.4458
P15514,phosphoric acid,mannitol,polysorbate 20,proline,5.5,4,10.0,300.0,0.08,50.0,0.235,0.363,0.3519,0.7137,1,0.6854
P15514,acetic acid,mannitol,poloxamer 188,none,6.0,4,30.0,200.0,0.01,0.0,0.2782,0.3409,0.3297,0.7216,0,0.7048
P15514,histidine,mannitol,polysorbate 20,methionine,6.5,4,10.0,200.0,0.045,10.0,0.3753,0.1216,0.2382,0.7896,0,0.7554
P15514,histidine,trehalose,poloxamer 188,proline,5.5,4,10.0,300.0,0.05,50.0,0.1232,0.2923,0.2662,0.7922,1,0.755
P15514,histidine,sucrose,poloxamer 188,none,5.5,4,30.0,100.0,0.03,0.0,0.2014,0.2356,0.2695,0.7889,0,0.7806
P15514,citric acid,mannitol,poloxamer 188,methionine,7.4,25,50.0,100.0,0.03,5.5,0.5282,0.1494,0.3645,0.6237,0,0.6416
P15514,histidine,sucrose,polysorbate 20,methionine,6.5,25,10.0,100.0,0.045,10.0,0.2269,0.0914,0.2937,0.8041,0,0.8149
P15514,histidine,mannitol,polysorbate 80,glycine,7.4,4,30.0,100.0,0.08,125.0,0.4268,0.2732,0.3602,0.6585,1,0.653
P15514,phosphoric acid,sorbitol,poloxamer 188,none,7.4,4,50.0,300.0,0.03,0.0,0.4934,0.3213,0.4579,0.6138,1,0.5957
P15514,histidine,sorbitol,polysorbate 80,none,6.0,4,50.0,300.0,0.08,0.0,0.1667,0.2386,0.28,0.8096,1,0.804
P15514,histidine,sucrose,polysorbate 80,glycine,7.0,25,10.0,300.0,0.01,125.0,0.3707,0.2344,0.3793,0.7075,2,0.6598
P15514,acetic acid,trehalose,polysorbate 20,glycine,7.4,25,30.0,100.0,0.01,200.0,0.3053,0.325,0.4552,0.6787,1,0.6708
P15514,histidine,trehalose,polysorbate 80,methionine,5.0,25,50.0,300.0,0.01,10.0,0.0,0.096,0.2681,0.8839,1,0.8969
P15514,citric acid,sucrose,polysorbate 20,proline,7.0,25,50.0,300.0,0.01,150.0,0.3872,0.3499,0.3144,0.7046,2,0.6311
P15514,phosphoric acid,sorbitol,poloxamer 188,glycine,6.0,4,30.0,300.0,0.03,125.0,0.3453,0.3529,0.3499,0.6992,2,0.6433
P15514,acetic acid,mannitol,poloxamer 188,methionine,6.0,4,10.0,100.0,0.03,5.5,0.2959,0.2115,0.352,0.7307,0,0.7046
P15514,acetic acid,mannitol,polysorbate 80,methionine,5.0,4,30.0,200.0,0.08,1.0,0.2495,0.187,0.3784,0.7416,0,0.7157
P15514,phosphoric acid,sorbitol,poloxamer 188,glycine,6.5,25,50.0,200.0,0.05,50.0,0.4861,0.3761,0.3652,0.6414,0,0.584
P15514,histidine,mannitol,polysorbate 20,none,5.5,25,10.0,300.0,0.045,0.0,0.2102,0.2332,0.2641,0.8052,1,0.7942
P15514,phosphoric acid,mannitol,polysorbate 20,methionine,6.5,25,30.0,200.0,0.01,5.5,0.4004,0.2118,0.3482,0.6984,0,0.6574
P15514,acetic acid,trehalose,polysorbate 20,arginine,6.0,25,30.0,100.0,0.08,50.0,0.0375,0.3309,0.3821,0.7907,0,0.772
P15514,citric acid,sucrose,poloxamer 188,none,6.0,4,50.0,300.0,0.01,0.0,0.1953,0.2968,0.3099,0.7652,1,0.6994
P15514,histidine,sorbitol,polysorbate 80,proline,6.0,40,10.0,300.0,0.01,150.0,0.3294,0.3388,0.3658,0.6632,2,0.6718
P15514,citric acid,mannitol,poloxamer 188,glycine,5.5,40,30.0,300.0,0.01,125.0,0.4336,0.4471,0.3654,0.6048,2,0.5532
P18075,citric acid,mannitol,polysorbate 20,methionine,5.5,40,50.0,100.0,0.01,1.0,0.3583,0.2694,0.3911,0.6307,0,0.6236
P18075,histidine,sucrose,poloxamer 188,methionine,6.5,4,10.0,200.0,0.03,1.0,0.1922,0.0737,0.3046,0.8147,0,0.8327
P18075,citric acid,trehalose,polysorbate 80,proline,7.4,4,30.0,300.0,0.045,50.0,0.3398,0.3105,0.349,0.693,1,0.6665
P18075,phosphoric acid,sucrose,polysorbate 80,arginine,7.0,40,50.0,300.0,0.045,50.0,0.1857,0.4063,0.6059,0.6103,1,0.5873
P18075,histidine,trehalose,polysorbate 80,none,6.5,4,50.0,200.0,0.045,0.0,0.1207,0.1726,0.2707,0.9081,0,0.8185
P18075,acetic acid,sucrose,polysorbate 20,proline,6.5,4,10.0,200.0,0.08,150.0,0.0539,0.3169,0.3738,0.8118,1,0.7845
P18075,acetic acid,sorbitol,polysorbate 20,methionine,5.0,4,30.0,300.0,0.045,5.5,0.1896,0.2018,0.3797,0.8022,1,0.7371
P18075,phosphoric acid,trehalose,polysorbate 20,arginine,6.5,40,30.0,200.0,0.08,150.0,0.1461,0.413,0.4804,0.6529,1,0.6536
P18075,histidine,sorbitol,polysorbate 80,none,5.0,25,10.0,200.0,0.045,0.0,0.2581,0.2092,0.2578,0.7696,0,0.7706
P18075,acetic acid,sucrose,poloxamer 188,proline,6.0,4,50.0,100.0,0.01,150.0,0.1853,0.3157,0.3751,0.7178,1,0.6892
P18075,citric acid,trehalose,polysorbate 20,none,5.5,4,10.0,200.0,0.08,0.0,0.0976,0.3034,0.296,0.8301,0,0.7956
P18075,acetic acid,trehalose,polysorbate 80,methionine,6.0,25,30.0,300.0,0.045,1.0,0.1254,0.1664,0.3878,0.8107,1,0.8326
P18075,histidine,mannitol,poloxamer 188,none,7.0,25,10.0,200.0,0.05,0.0,0.475,0.2183,0.3826,0.6952,0,0.6268
P18075,citric acid,sorbitol,poloxamer 188,methionine,6.0,40,10.0,200.0,0.03,10.0,0.4178,0.2856,0.3764,0.6256,0,0.6176
P18075,acetic acid,sucrose,polysorbate 80,methionine,7.4,4,30.0,100.0,0.01,1.0,0.2506,0.1728,0.4929,0.7448,0,0.7288
P18075,histidine,trehalose,polysorbate 80,methionine,5.0,4,30.0,200.0,0.01,10.0,0.0664,0.047,0.2735,0.903,0,0.8927
P18075,acetic acid,trehalose,poloxamer 188,none,6.5,25,10.0,200.0,0.01,0.0,0.1642,0.3455,0.4142,0.7471,0,0.7314
P18075,acetic acid,mannitol,poloxamer 188,proline,7.0,25,50.0,200.0,0.05,150.0,0.3838,0.3396,0.4958,0.6627,1,0.5956
P18075,citric acid,trehalose,polysorbate 20,none,7.4,4,50.0,300.0,0.045,0.0,0.1802,0.3053,0.3623,0.7443,1,0.7301
P18075,phosphoric acid,sorbitol,polysorbate 20,glycine,6.0,40,50.0,100.0,0.01,200.0,0.3416,0.4016,0.4537,0.5878,1,0.6292
P18075,acetic acid,sucrose,polysorbate 20,methionine,5.5,4,30.0,100.0,0.01,5.5,0.0843,0.1578,0.3657,0.8526,0,0.8183
P18075,citric acid,trehalose,poloxamer 188,arginine,7.0,25,30.0,100.0,0.01,150.0,0.1108,0.3385,0.4036,0.7524,1,0.7136
P18075,acetic acid,trehalose,polysorbate 80,proline,7.4,40,10.0,200.0,0.08,50.0,0.372,0.403,0.5793,0.5255,0,0.5342
P18075,citric acid,mannitol,polysorbate 20,methionine,7.0,40,30.0,200.0,0.08,5.5,0.4617,0.2495,0.4997,0.5976,0,0.5544
P18075,phosphoric acid,trehalose,polysorbate 80,none,5.5,4,50.0,100.0,0.045,0.0,0.1232,0.3157,0.3657,0.7877,0,0.7558
P18075,citric acid,mannitol,poloxamer 188,arginine,5.5,40,50.0,300.0,0.03,100.0,0.362,0.4417,0.383,0.5686,1,0.5983
P18075,phosphoric acid,sorbitol,polysorbate 80,glycine,5.0,4,10.0,100.0,0.08,50.0,0.3424,0.3326,0.4222,0.7067,0,0.6414
P18075,citric acid,trehalose,polysorbate 20,arginine,6.0,4,10.0,100.0,0.08,100.0,0.0332,0.3174,0.2401,0.8439,0,0.8437
P18075,acetic acid,sorbitol,polysorbate 20,proline,7.0,4,10.0,300.0,0.045,100.0,0.2808,0.3263,0.4919,0.6732,1,0.6332
P18075,acetic acid,sorbitol,polysorbate 20,proline,7.0,25,50.0,100.0,0.08,50.0,0.3016,0.3017,0.4491,0.681,0,0.6825
P18075,citric acid,mannitol,poloxamer 188,glycine,6.5,40,30.0,200.0,0.05,125.0,0.41,0.4206,0.3648,0.6104,1,0.6266
P18075,histidine,sorbitol,poloxamer 188,proline,5.5,4,30.0,200.0,0.05,100.0,0.3634,0.2242,0.2702,0.7095,0,0.7452
P18075,acetic acid,trehalose,poloxamer 188,none,5.5,25,30.0,100.0,0.05,0.0,0.1814,0.3314,0.396,0.7377,0,0.73
P18075,histidine,trehalose,polysorbate 20,proline,7.0,4,10.0,300.0,0.045,100.0,0.1717,0.2527,0.3654,0.7567,1,0.7358
P18075,histidine,mannitol,polysorbate 20,none,5.0,40,30.0,100.0,0.08,0.0,0.3604,0.3193,0.367,0.5985,0,0.6594
P18075,phosphoric acid,sorbitol,polysorbate 20,arginine,7.4,40,30.0,200.0,0.08,50.0,0.5147,0.4274,0.587,0.51,0,0.4978
P18075,histidine,sorbitol,poloxamer 188,methionine,6.5,4,30.0,300.0,0.05,10.0,0.3488,0.076,0.2686,0.7681,1,0.7521
P18075,histidine,sucrose,polysorbate 20,arginine,7.0,40,10.0,300.0,0.08,50.0,0.1782,0.3118,0.4811,0.6977,1,0.7075
P18075,citric acid,sucrose,polysorbate 20,arginine,5.0,25,50.0,300.0,0.01,100.0,0.0293,0.3197,0.2487,0.8357,1,0.8187
P18075,histidine,mannitol,polysorbate 80,none,7.4,4,30.0,300.0,0.045,0.0,0.3637,0.2459,0.3777,0.7128,1,0.6947
