source,pmid,title,journal,year,query,mentions_histidine,mentions_citric_acid,mentions_phosphate,mentions_acetate,mentions_succinate,mentions_sucrose,mentions_trehalose,mentions_mannitol,mentions_sorbitol,mentions_polysorbate_80,mentions_polysorbate_20,mentions_poloxamer_188,mentions_arginine,mentions_glycine,mentions_proline,mentions_methionine,mentions_sodium_chloride,mentions_edta,mentions_ascorbic_acid,studies_aggregation,studies_oxidation,studies_deamidation,studies_potency,studies_viscosity,studies_shelf_life,studies_lyophilized,studies_liquid,protein_monoclonal_antibody,protein_bispecific,protein_fusion_protein,protein_insulin,protein_growth_factor,protein_enzyme,protein_vaccine,ph_mentioned,positive_outcome,negative_outcome
PubMed,22899501,Analytical protein a chromatography as a quantitative tool for the screening of methionine oxidation in monoclonal antibodies.,Journal of pharmaceutical sciences,2013,protein oxidation methionine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1
PubMed,22483985,Residual metals cause variability in methionine oxidation measurements in protein pharmaceuticals using LC-UV/MS peptide mapping.,"Journal of chromatography. B, Analytical technologies in the biomedical and life sciences",2012,protein oxidation methionine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0
PubMed,9890522,Betaseron.,Developments in biological standardization,1999,protein oxidation methionine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
PubMed,17480058,Oxidation of methionine residues in recombinant human interleukin-1 receptor antagonist: implications of conformational stability on protein oxidation kinetics.,Biochemistry,2007,protein oxidation methionine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
PubMed,19455640,"Methionine, tryptophan, and histidine oxidation in a model protein, PTH: mechanisms and stabilization.",Journal of pharmaceutical sciences,2010,protein oxidation methionine formulation,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,1
PubMed,26499086,Evaluation of antioxidants in protein formulation against oxidative stress using various biophysical methods.,International journal of biological macromolecules,2016,protein oxidation methionine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
PubMed,31678251,"Unique Impacts of Methionine Oxidation, Tryptophan Oxidation, and Asparagine Deamidation on Antibody Stability and Aggregation.",Journal of pharmaceutical sciences,2021,protein oxidation methionine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,1,1
PubMed,26242787,Kinetic Modeling of Methionine Oxidation in Monoclonal Antibodies from Hydrogen Peroxide Spiking Studies.,PDA journal of pharmaceutical science and technology,2018,protein oxidation methionine formulation,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0
PubMed,9383735,Antioxidants for prevention of methionine oxidation in recombinant monoclonal antibody HER2.,Journal of pharmaceutical sciences,1997,protein oxidation methionine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,,1,0
PubMed,30389566,Oxidation-Induced Destabilization of Model Antibody-Drug Conjugates.,Journal of pharmaceutical sciences,2020,protein oxidation methionine formulation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,,1,1
PubMed,18623513,Chemical instability of protein pharmaceuticals: Mechanisms of oxidation and strategies for stabilization.,Biotechnology and bioengineering,2012,protein oxidation methionine formulation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,1
PubMed,26462145,Suppression of Methionine Oxidation of a Pharmaceutical Antibody Stored in a Polymer-Based Syringe.,Journal of pharmaceutical sciences,2016,protein oxidation methionine formulation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0
PubMed,8865322,Oxidation of human insulin-like growth factor I in formulation studies: kinetics of methionine oxidation in aqueous solution and in solid state.,Pharmaceutical research,1997,protein oxidation methionine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,0
PubMed,15514984,A comprehensive picture of non-site specific oxidation of methionine residues by peroxides in protein pharmaceuticals.,Journal of pharmaceutical sciences,2005,protein oxidation methionine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
PubMed,30280329,Mitigation of Oxidation in Therapeutic Antibody Formulations: a Biochemical Efficacy and Safety Evaluation of N-Acetyl-Tryptophan and L-Methionine.,Pharmaceutical research,2019,protein oxidation methionine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0
PubMed,8899837,"Oxidation of human insulin-like growth factor I in formulation studies, II. Effects of oxygen, visible light, and phosphate on methionine oxidation in aqueous solution and evaluation of possible mechanisms.",Pharmaceutical research,1997,protein oxidation methionine formulation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,0
PubMed,9294820,"Oxidation of human insulin-like growth factor I in formulation studies. 3. Factorial experiments of the effects of ferric ions, EDTA, and visible light on methionine oxidation and covalent aggregation in aqueous solution.",Journal of pharmaceutical sciences,1997,protein oxidation methionine formulation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,6.1,0,1
PubMed,30861476,Chemical and physical instabilities in manufacturing and storage of therapeutic proteins.,Current opinion in biotechnology,2020,protein oxidation methionine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
PubMed,21249719,Stability of human growth hormone: influence of methionine oxidation on thermal folding.,Journal of pharmaceutical sciences,2011,protein oxidation methionine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1
PubMed,15648272,Effects of antioxidants on the hydrogen peroxide-mediated oxidation of methionine residues in granulocyte colony-stimulating factor and human parathyroid hormone fragment 13-34.,Pharmaceutical research,2005,protein oxidation methionine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
PubMed,41308842,A novel histidine-acetate buffer for freeze-dried monoclonal antibody formulations.,European journal of pharmaceutics and biopharmaceutics : official journal of Arbeitsgemeinschaft fur Pharmazeutische Verfahrenstechnik e.V,2025,monoclonal antibody histidine buffer stability,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.0,1,0
PubMed,39564766,"""The More, the Better?"": The Impact of Sugar-to-Protein Molar Ratio in Freeze-Dried Monoclonal Antibody Formulations on Protein Stability.",Molecular pharmaceutics,2024,monoclonal antibody histidine buffer stability,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,1,1
PubMed,20091831,Buffer-dependent fragmentation of a humanized full-length monoclonal antibody.,Journal of pharmaceutical sciences,2010,monoclonal antibody histidine buffer stability,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1
PubMed,28035628,Effects of Histidine and Sucrose on the Biophysical Properties of a Monoclonal Antibody.,Pharmaceutical research,2018,monoclonal antibody histidine buffer stability,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0
PubMed,40889691,Implementation of inline Raman spectroscopy for buffer exchange monitoring in monoclonal antibody formulation.,International journal of pharmaceutics,2025,monoclonal antibody histidine buffer stability,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0
PubMed,31286487,Stereospecific interactions between histidine and monoclonal antibodies.,Biotechnology and bioengineering,2020,monoclonal antibody histidine buffer stability,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0
PubMed,39279529,Alternative buffer systems in biopharmaceutical formulations and their effect on protein stability.,"Acta pharmaceutica (Zagreb, Croatia)",2024,monoclonal antibody histidine buffer stability,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,1
PubMed,33508437,Photoinduced cross-linking of formulation buffer amino acids to monoclonal antibodies.,European journal of pharmaceutics and biopharmaceutics : official journal of Arbeitsgemeinschaft fur Pharmazeutische Verfahrenstechnik e.V,2021,monoclonal antibody histidine buffer stability,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,1
PubMed,34067269,Assessment of Antibody Stability in a Novel Protein-Free Serum Model.,Pharmaceutics,2021,monoclonal antibody histidine buffer stability,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,1
PubMed,31254660,Advances in liquid formulations of parenteral therapeutic proteins.,Biotechnology advances,2020,monoclonal antibody histidine buffer stability,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5.7,0,0
PubMed,41163552,Monoclonal antibody formulations: a quantitative analysis of marketed products and patents.,mAbs,2025,monoclonal antibody histidine buffer stability,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,1,0
PubMed,27042659,Improved Stability of a Model IgG3 by DoE-Based Evaluation of Buffer Formulations.,BioMed research international,2016,monoclonal antibody histidine buffer stability,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,6.5,1,0
PubMed,35946408,Understanding the Stabilizing Effect of Histidine on mAb Aggregation: A Molecular Dynamics Study.,Molecular pharmaceutics,2022,monoclonal antibody histidine buffer stability,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0
PubMed,37011728,Reformulation and Thermal Stability of a Therapeutic Anti-Cocaine mAb.,Journal of pharmaceutical sciences,2023,monoclonal antibody histidine buffer stability,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,1,1
PubMed,41344476,Effects of buffer type and pH on biophysical properties and stability of IgG4 monoclonal antibodies: Uncovering dynamic shifts in stability predictors.,International journal of biological macromolecules,2025,monoclonal antibody histidine buffer stability,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0
PubMed,32084469,Agarose native gel electrophoresis for characterization of antibodies.,International journal of biological macromolecules,2021,monoclonal antibody histidine buffer stability,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0
PubMed,23296746,Buffer capacity of biologics--from buffer salts to buffering by antibodies.,Biotechnology progress,2013,monoclonal antibody histidine buffer stability,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,1,0
PubMed,38093578,Difficult-to-express antigen generation through a co-expression and disassociation methodology.,Biotechnology progress,2024,monoclonal antibody histidine buffer stability,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,1,0
PubMed,36395981,Inhaled IgG1 antibodies: The buffering system is an important driver of stability during mesh-nebulization.,European journal of pharmaceutics and biopharmaceutics : official journal of Arbeitsgemeinschaft fur Pharmazeutische Verfahrenstechnik e.V,2022,monoclonal antibody histidine buffer stability,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,1,1
PubMed,34482697,Visible Light Degradation of a Monoclonal Antibody in a High-Concentration Formulation: Characterization of a Tryptophan-Derived Chromophoric Photo-product by Comparison to Photo-degradation of N-Acetyl-l-tryptophan Amide.,Molecular pharmaceutics,2022,monoclonal antibody histidine buffer stability,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1
PubMed,36811761,Development of the Drug Product Formulation of the Bevacizumab Biosimilar PF-06439535 (Bevacizumab-bvzr).,Drugs in R&amp;D,2023,monoclonal antibody histidine buffer stability,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0
PubMed,20039442,Impact of freezing on pH of buffered solutions and consequences for monoclonal antibody aggregation.,Biotechnology progress,2010,monoclonal antibody histidine buffer stability,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,1
PubMed,16960822,Formulation considerations for proteins susceptible to asparagine deamidation and aspartate isomerization.,Journal of pharmaceutical sciences,2007,protein deamidation asparagine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1
PubMed,23568760,"Asparagine deamidation dependence on buffer type, pH, and temperature.",Journal of pharmaceutical sciences,2013,protein deamidation asparagine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,,0,1
PubMed,36871622,Direct deamidation analysis of intact adeno-associated virus serotype 9 capsid proteins using reversed-phase liquid chromatography.,Analytical biochemistry,2023,protein deamidation asparagine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0
PubMed,16618128,Asparagine deamidation: pH-dependent mechanism from density functional theory.,Biochemistry,2006,protein deamidation asparagine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
PubMed,38419510,Streamlined Multi-Attribute Assessment of an Array of Clinical-Stage Antibodies: Relationship Between Degradation and Stability.,Applied spectroscopy,2025,protein deamidation asparagine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,1,1
PubMed,24999246,Characterization of asparagine 330 deamidation in an Fc-fragment of IgG1 using cation exchange chromatography and peptide mapping.,"Journal of chromatography. B, Analytical technologies in the biomedical and life sciences",2015,protein deamidation asparagine formulation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.3,0,1
PubMed,35693445,Role of site-directed mutagenesis and adjuvants in the stability and potency of anthrax protective antigen.,Saudi pharmaceutical journal : SPJ : the official publication of the Saudi Pharmaceutical Society,2022,protein deamidation asparagine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,,1,1
PubMed,28263844,A High-Throughput Bioluminescent Assay to Monitor the Deamidation of Asparagine and Isomerization of Aspartate Residues in Therapeutic Proteins and Antibodies.,Journal of pharmaceutical sciences,2018,protein deamidation asparagine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,0,1
PubMed,30228030,Improving the stability of recombinant anthrax protective antigen vaccine.,Vaccine,2019,protein deamidation asparagine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,1,0
PubMed,28787231,Biosimilarity under stress: A forced degradation study of Remicade&#xae; and Remsima&#x2122;.,mAbs,2018,protein deamidation asparagine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,0,1
PubMed,22972416,Stable liquid glucagon formulations for rescue treatment and bi-hormonal closed-loop pancreas.,Current diabetes reports,2013,protein deamidation asparagine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1
PubMed,22009587,Characterization of recombinant human IL-15 deamidation and its practical elimination through substitution of asparagine 77.,Pharmaceutical research,2012,protein deamidation asparagine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
PubMed,15732928,In vivo deamidation characterization of monoclonal antibody by LC/MS/MS.,Analytical chemistry,2007,protein deamidation asparagine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,,0,0
PubMed,30916563,Deamidation Can Compromise Antibody Colloidal Stability and Enhance Aggregation in a pH-Dependent Manner.,Molecular pharmaceutics,2020,protein deamidation asparagine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.6,1,1
PubMed,16159134,Identification and characterization of deamidation sites in the conserved regions of human immunoglobulin gamma antibodies.,Analytical chemistry,2007,protein deamidation asparagine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7.5,1,1
PubMed,39979532,In vitro Stability Study of a Panel of Commercial Antibodies at Physiological pH and Temperature as a Guide to Screen Biologic Candidate Molecules for the Potential Risk of In vivo Asparagine Deamidation and Activity Loss.,Pharmaceutical research,2025,protein deamidation asparagine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.4,0,1
PubMed,15986465,Effects of sucrose and mannitol on asparagine deamidation rates of model peptides in solution and in the solid state.,Journal of pharmaceutical sciences,2006,protein deamidation asparagine formulation,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7.0,1,1
PubMed,32614657,Two approaches for the stabilization of Bacillus anthracis recombinant protective antigen.,Human vaccines &amp; immunotherapeutics,2021,protein deamidation asparagine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,1,1
PubMed,37399702,Post-translational modifications comparative identification and kinetic study of infliximab innovator and biosimilars in serum using capillary electrophoresis-tandem mass spectrometry.,Journal of pharmaceutical and biomedical analysis,2023,protein deamidation asparagine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,,0,0
PubMed,30526254,Deamidation and isomerization liability analysis of 131 clinical-stage antibodies.,mAbs,2019,protein deamidation asparagine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,,1,0
PubMed,19608432,Human antibody Fc deamidation in vivo.,Biologicals : journal of the International Association of Biological Standardization,2010,protein deamidation asparagine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,1
PubMed,33687195,Multiattribute Monitoring of Antibody Charge Variants by Cation-Exchange Chromatography Coupled to Native Mass Spectrometry.,Journal of the American Society for Mass Spectrometry,2022,protein deamidation asparagine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,,0,1
PubMed,22006203,Kinetics and mechanisms of deamidation and covalent amide-linked adduct formation in amorphous lyophiles of a model asparagine-containing Peptide.,Pharmaceutical research,2013,protein deamidation asparagine formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
